# DATE,TOTAL PHYTOPLANKTON
28/05/2008,19.8694569
02/06/2008,27.87568296
09/06/2008,87.60175581
16/06/2008,56.55536494
23/06/2008,46.55952214
30/06/2008,41.87377692
14/07/2008,85.06564776
21/07/2008,96.65433496
28/07/2008,18.59185851
20/08/2008,24.17896143
26/08/2008,96.46959838
02/09/2008,27.23323609
10/09/2008,34.62295008
15/09/2008,24.89954862
22/09/2008,28.75583026
06/10/2008,9.620731643
13/10/2008,15.43646769
21/10/2008,15.66690938
27/10/2008,23.23815853
03/11/2008,6.685572915
17/11/2008,5.66055397
26/11/2008,7.096851336
01/12/2008,7.159875722
08/12/2008,8.246362216
15/12/2008,6.379181748
22/12/2008,5.567693699
05/01/2009,5.572915157
13/01/2009,5.004365546
21/01/2009,5.988434959
26/01/2009,6.321851991
11/02/2009,7.454847193
16/02/2009,4.451046611
23/02/2009,8.467906641
02/03/2009,5.653457978
09/03/2009,10.46300818
16/03/2009,12.05887924
23/03/2009,13.10885058
30/03/2009,12.83742816
14/04/2009,15.49514785
21/04/2009,27.50543555
27/04/2009,26.81255933
05/05/2009,18.73797007
14/05/2009,72.35778439
02/06/2009,57.48389072
08/06/2009,56.35359164
15/06/2009,37.85791431
22/06/2009,47.67132086
29/06/2009,69.65806889
07/07/2009,88.71096688
13/07/2009,65.83657255
20/07/2009,50.74237466
27/07/2009,42.12869702
11/08/2009,30.11375805
17/08/2009,24.86657731
24/08/2009,172.0050062
01/09/2009,169.1394914
07/09/2009,171.5070515
14/09/2009,40.84799003
22/09/2009,27.92817435
30/09/2009,27.07332465
07/10/2009,29.32696663
12/10/2009,32.41347984
19/10/2009,17.09497157
26/10/2009,9.243648283
09/11/2009,10.1269538
01/12/2009,10.2531336
09/12/2009,4.06209451
15/12/2009,6.734415565
21/12/2009,5.202966099
04/01/2010,6.333913103
11/01/2010,4.771371954
18/01/2010,3.026429578
26/01/2010,8.318887818
01/02/2010,5.425036147
08/02/2010,7.317697738
15/02/2010,11.06658296
25/02/2010,6.661256887
01/03/2010,7.513215334
08/03/2010,8.70032657
15/03/2010,9.287705474
23/03/2010,32.90050039
07/04/2010,35.9559493
12/04/2010,26.57685226
19/04/2010,56.19591562
26/04/2010,52.62069832
04/05/2010,103.0181447
10/05/2010,34.18481039
17/05/2010,46.99325864
24/05/2010,39.94672181
02/06/2010,23.8765652
07/06/2010,8.358489894
14/06/2010,8.441030644
21/06/2010,17.51389172
29/06/2010,16.42632248
06/07/2010,23.18904217
12/07/2010,20.97494633
19/07/2010,19.62564777
26/07/2010,118.0828404
03/08/2010,26.88602951
11/08/2010,28.26937673
16/08/2010,19.5073986
31/08/2010,28.59461963
06/09/2010,28.70458617
13/09/2010,31.77388384
20/09/2010,37.58542478
27/09/2010,42.40643753
04/10/2010,32.01255167
13/10/2010,15.04420275
18/10/2010,14.08631848
25/10/2010,9.488875045
01/11/2010,8.586827737
10/11/2010,9.957136467
16/11/2010,7.628741347
22/11/2010,7.28937774
30/11/2010,10.65585584
06/12/2010,7.77620788
13/12/2010,5.966592671
06/01/2011,10.43713848
17/01/2011,7.250291964
25/01/2011,9.868891259
31/01/2011,5.572462578
08/02/2011,5.267019761
14/02/2011,15.98258331
22/02/2011,7.202098701
28/02/2011,4.792062183
07/03/2011,8.633724597
14/03/2011,20.96101614
22/03/2011,12.96575916
28/03/2011,10.46284849
06/04/2011,35.67882962
11/04/2011,24.79369036
26/04/2011,17.2244149
11/05/2011,37.83008431
16/05/2011,42.50569879
24/05/2011,36.80460233
01/06/2011,52.91908219
06/06/2011,25.70725041
14/06/2011,59.73146409
20/06/2011,88.64813322
27/06/2011,49.1844442
04/07/2011,65.61053916
11/07/2011,58.06157332
19/07/2011,20.66775237
01/08/2011,32.04392754
08/08/2011,33.43686427
15/08/2011,26.42410397
22/08/2011,51.80041104
30/08/2011,63.02777063
15/09/2011,27.36579206
19/09/2011,12.25400628
26/09/2011,41.82801893
03/10/2011,17.10776756
12/10/2011,7.490648218
17/10/2011,23.88933158
25/10/2011,11.17110464
01/11/2011,19.4827275
08/11/2011,15.35666132
16/11/2011,14.9954257
21/11/2011,11.67954508
09/01/2012,6.665051965
16/01/2012,5.841084536
23/01/2012,6.860363092
30/01/2012,4.672047041
07/02/2012,6.644067093
13/02/2012,3.881640432
20/02/2012,8.806318593
27/02/2012,6.682392202
06/03/2012,16.71317061
13/03/2012,12.32368967
19/03/2012,21.9476843
26/03/2012,25.70379293
02/04/2012,60.60132451
11/04/2012,103.9865111
16/04/2012,61.22379951
24/04/2012,78.35506449
01/05/2012,44.69561304
08/05/2012,61.11440609
14/05/2012,71.57248705
21/05/2012,88.06657189
28/05/2012,69.60663249
11/06/2012,49.90866502
18/06/2012,39.50790164
25/06/2012,59.007253
02/07/2012,34.7637717
09/07/2012,26.86569179
23/07/2012,48.80345539
30/07/2012,107.7889107
06/08/2012,43.40815348
14/08/2012,47.25658847
20/08/2012,37.64284885
03/09/2012,88.74727951
10/09/2012,31.48498802
17/09/2012,64.13249654
26/09/2012,25.28699858
08/10/2012,32.34753697
15/10/2012,18.57446523
22/10/2012,26.40971897
30/10/2012,9.103316364
07/11/2012,13.12979934
14/11/2012,8.405565798
28/11/2012,9.17764063
05/12/2012,5.827890011
10/12/2012,4.708948411
18/12/2012,6.215399135
09/01/2013,6.91999312
14/01/2013,4.960194353
21/01/2013,6.390940047
07/02/2013,5.117121563
11/02/2013,5.613369724
19/02/2013,6.858286358
25/02/2013,5.922601269
13/03/2013,7.526954554
19/03/2013,11.03588601
25/03/2013,7.939551071
03/04/2013,6.801951563
09/04/2013,10.94013476
17/04/2013,33.70529904
22/04/2013,15.83612596
29/04/2013,13.9873593
07/05/2013,68.42809457
15/05/2013,51.21238184
20/05/2013,67.63743931
29/05/2013,173.0798795
03/06/2013,29.30923581
10/06/2013,30.18692376
17/06/2013,47.40842145
24/06/2013,28.12540663
01/07/2013,63.35560484
08/07/2013,76.80555826
15/07/2013,72.48737206
22/07/2013,64.56597179
30/07/2013,51.28360547
06/08/2013,102.7848224
12/08/2013,122.4541108
19/08/2013,141.9602639
27/08/2013,62.77418634
02/09/2013,53.06062502
09/09/2013,63.73339015
23/09/2013,63.36946548
30/09/2013,23.91591351
07/10/2013,43.21731914
14/10/2013,64.93968489
30/10/2013,18.95067561
04/11/2013,15.3770935
11/11/2013,23.27153192
18/11/2013,12.62707053
25/11/2013,8.035583379
02/12/2013,9.011425389
09/12/2013,10.15142823
17/12/2013,7.582025905
14/01/2014,5.083584259
20/01/2014,9.326241378
29/01/2014,6.992262239
10/02/2014,5.607374873
18/02/2014,6.435423219
05/03/2014,10.21979383
11/03/2014,7.592621528
17/03/2014,9.055180928
25/03/2014,5.246946049
31/03/2014,11.08098994
09/04/2014,18.57671466
14/04/2014,52.05794688
22/04/2014,19.10570389
28/04/2014,23.87963175
06/05/2014,95.03515988
12/05/2014,66.380146
19/05/2014,99.48874616
02/06/2014,65.06616236
09/06/2014,36.20183844
16/06/2014,57.13855002
23/06/2014,76.26213482
30/06/2014,76.57202434
07/07/2014,74.62865307
14/07/2014,105.8741464
21/07/2014,40.00794226
28/07/2014,47.11605573
04/08/2014,42.73991163
18/08/2014,38.21633008
26/08/2014,25.39257956
01/09/2014,38.01160522
08/09/2014,26.77926072
15/09/2014,16.41555734
22/09/2014,26.10510893
29/09/2014,21.4567484
13/10/2014,15.72946564
22/10/2014,8.599381267
28/10/2014,16.10080656
05/11/2014,25.16327041
17/11/2014,11.56517119
24/11/2014,12.43122966
02/12/2014,9.326496565
08/12/2014,7.086597225
15/12/2014,10.8147497
05/01/2015,8.001105813
19/01/2015,3.557894507
27/01/2015,4.023736865
02/02/2015,10.27391276
09/02/2015,6.625134086
16/02/2015,7.705228603
10/03/2015,51.35987954
16/03/2015,38.06927901
23/03/2015,33.0461825
30/03/2015,7.470081789
07/04/2015,27.15481598
13/04/2015,37.29791479
20/04/2015,25.05656347
27/04/2015,29.06180582
07/05/2015,33.33802823
11/05/2015,28.03536572
20/05/2015,45.37853544
27/05/2015,65.45063275
03/06/2015,55.46601218
08/06/2015,90.45547659
15/06/2015,71.74288339
22/06/2015,56.12393231
29/06/2015,56.51650166
06/07/2015,62.45806218
14/07/2015,63.78191981
20/07/2015,126.3966301
28/07/2015,64.92126087
03/08/2015,86.98655294
10/08/2015,105.5751751
17/08/2015,80.87391721
24/08/2015,30.54430066
01/09/2015,21.76198172
07/09/2015,23.96183942
16/09/2015,64.97583518
23/09/2015,30.68187819
29/09/2015,55.47490661
07/10/2015,20.97337793
13/10/2015,9.225927636
19/10/2015,22.51150847
27/10/2015,15.44470672
02/11/2015,14.01347093
16/11/2015,8.286737176
23/11/2015,4.178339518
07/12/2015,5.198667991
15/12/2015,3.927346673
05/01/2016,3.959116998
13/01/2016,4.85191601
28/01/2016,4.474045676
02/02/2016,4.854079655
10/02/2016,4.263018286
23/02/2016,6.305241801
29/02/2016,3.335441791
07/03/2016,7.664649782
14/03/2016,6.936750465
21/03/2016,11.74003551
30/03/2016,12.31577644
04/04/2016,11.98131651
11/04/2016,5.98128563
18/04/2016,16.04460189
25/04/2016,16.66031325
03/05/2016,27.37013909
10/05/2016,98.69729946
16/05/2016,28.02698792
23/05/2016,27.24361123
01/06/2016,45.55718891
08/06/2016,35.47067902
20/06/2016,76.29079191
27/06/2016,81.71122694
04/07/2016,93.39435356
12/07/2016,111.2582117
18/07/2016,88.91342466
25/07/2016,209.4907714
08/08/2016,88.79129226
15/08/2016,52.36242816
23/08/2016,45.54622559
01/09/2016,35.48611829
05/09/2016,39.15013305
13/09/2016,19.48447472
19/09/2016,17.98782832
28/09/2016,36.82832828
10/10/2016,20.35632471
19/10/2016,20.58506795
24/10/2016,11.95579704
01/11/2016,11.03150391
07/11/2016,15.41704954
14/11/2016,12.38138109
23/11/2016,20.4205757
28/11/2016,12.6254341
05/12/2016,11.73054866
19/12/2016,10.5114256
03/01/2017,10.49208346
10/01/2017,7.717396045
16/01/2017,10.17313682
23/01/2017,10.55715117
30/01/2017,10.85562156
14/02/2017,14.3788477
20/02/2017,20.18471694
01/03/2017,7.686531384
06/03/2017,12.035957
14/03/2017,8.218613956
22/03/2017,18.16592396
27/03/2017,11.23436484
03/04/2017,20.64915332
10/04/2017,28.49652863
18/04/2017,58.30828889
24/04/2017,60.84875431
02/05/2017,64.52658938
08/05/2017,83.96932386
17/05/2017,31.61232125
22/05/2017,41.24709901
31/05/2017,59.83541605
12/06/2017,81.36237436
19/06/2017,96.98876367
26/06/2017,48.08774502
03/07/2017,41.56021692
17/07/2017,45.21437979
24/07/2017,52.35479097
31/07/2017,44.14486707
14/08/2017,67.36323659
21/08/2017,50.20934012
29/08/2017,62.13715299
04/09/2017,29.95650862
15/09/2017,36.99050463
18/09/2017,30.38443272
25/09/2017,21.39946294
03/10/2017,40.06282775
25/10/2017,34.9219419
30/10/2017,24.34265524
06/11/2017,23.82258178
21/11/2017,19.68696369
28/11/2017,12.72781045
04/12/2017,15.6505553
12/12/2017,13.42503524
18/12/2017,8.540745412
09/01/2018,7.903208827
22/01/2018,7.117607322
30/01/2018,7.193055545
05/02/2018,8.033416928
12/02/2018,6.926327146
19/02/2018,23.37040484
28/02/2018,34.83716416
05/03/2018,11.67457877
12/03/2018,16.41275246
20/03/2018,12.54255452
26/03/2018,12.34440242
05/04/2018,9.685954019
10/04/2018,10.84902149
19/04/2018,15.8692819
23/04/2018,24.78423321
30/04/2018,98.26185222
08/05/2018,84.42246063
14/05/2018,49.99713972
21/05/2018,69.02294019
30/05/2018,69.10774613
04/06/2018,43.33641888
11/06/2018,68.7330963
18/06/2018,41.18817693
25/06/2018,49.29842643
02/07/2018,128.8539718
09/07/2018,32.44619106
16/07/2018,35.77944659
23/07/2018,49.0557724
30/07/2018,58.09615888
06/08/2018,122.6529033
13/08/2018,110.2529597
20/08/2018,58.69944885
28/08/2018,28.93273691
03/09/2018,61.34157611
10/09/2018,51.45672483
17/09/2018,57.24848056
24/09/2018,23.23385568
01/10/2018,26.82917163
08/10/2018,15.78929164
22/10/2018,5.858646404
29/10/2018,12.40211958
05/11/2018,14.14920092
13/11/2018,9.537682464
20/11/2018,16.49276242
26/11/2018,13.85334337
04/12/2018,7.567655184
10/12/2018,6.378956205
17/12/2018,5.537438114
07/01/2019,6.700464902
14/01/2019,6.438073661
23/01/2019,11.42170238
28/01/2019,13.88564401
06/02/2019,14.16371751
11/02/2019,10.14418124
18/02/2019,22.8867156
25/02/2019,14.41496885
08/03/2019,13.61364505
11/03/2019,11.0750775
18/03/2019,13.28713069
25/03/2019,9.320797892
01/04/2019,8.703646464
09/04/2019,34.78985027
16/04/2019,103.7676296
23/04/2019,87.38962286
29/04/2019,100.2810456
07/05/2019,44.54605335
13/05/2019,40.14503402
20/05/2019,32.7985184
30/05/2019,48.2786175
03/06/2019,49.14674486
10/06/2019,39.00393868
17/06/2019,30.38952146
24/06/2019,20.70968356
01/07/2019,41.05711847
15/07/2019,11.14059533
22/07/2019,11.38637013
29/07/2019,17.56740801
05/08/2019,18.02243293
12/08/2019,53.34217259
19/08/2019,89.84365766
27/08/2019,37.67905014
02/09/2019,103.5662716
09/09/2019,35.20999076
16/09/2019,49.49063889
02/10/2019,32.69400103
21/10/2019,27.9580548
28/10/2019,14.46012236
05/11/2019,11.85741938
11/11/2019,6.988371662
18/11/2019,6.051725052
25/11/2019,7.363828506
02/12/2019,5.415782007
17/12/2019,5.541234386
08/01/2020,7.52337302
20/01/2020,7.957902055
05/02/2020,7.827773661
27/02/2020,10.70336363
02/03/2020,18.52511052
16/03/2020,30.8720072
23/03/2020,18.94855729
01/04/2020,26.04108918
07/04/2020,29.33255651
14/04/2020,27.30476718
23/04/2020,58.25890884
27/04/2020,45.06126056
04/05/2020,92.82084448
12/05/2020,80.72774855
18/05/2020,32.21167405
27/05/2020,35.9420121
01/06/2020,54.95629422
08/06/2020,36.88422
15/06/2020,17.23649534
23/06/2020,37.00394911
01/07/2020,114.2481381
07/07/2020,43.25864141
14/07/2020,58.80601883
20/07/2020,37.03306085
28/07/2020,29.7039181
03/08/2020,36.98905207
10/08/2020,86.44131131
17/08/2020,122.2228122
24/08/2020,99.54369809
01/09/2020,41.83155712
07/09/2020,27.63627691
14/09/2020,46.84014244
21/09/2020,64.89662854
28/09/2020,15.41438201
12/10/2020,16.87997816
04/11/2020,15.52284689
09/11/2020,11.39448496
23/11/2020,10.2704186
30/11/2020,10.68148117
07/12/2020,23.0423155
